Departure,Arrival,Time,Date,Terminal
CityA,CityG,18:45,2024-03-26,2
CityC,CityF,22:12,2024-03-26,3
CityE,CityJ,07:34,2024-03-26,3
CityB,CityG,09:33,2024-03-26,2
CityC,CityF,00:38,2024-03-26,2
CityE,CityF,04:07,2024-03-27,2
CityA,CityF,07:02,2024-03-27,3
CityC,CityG,07:27,2024-03-27,2
CityB,CityJ,02:27,2024-03-27,2
CityE,CityH,12:23,2024-03-27,2
CityA,CityI,02:15,2024-03-28,1
CityD,CityJ,08:25,2024-03-28,3
CityE,CityI,09:26,2024-03-28,1
CityA,CityF,03:22,2024-03-28,2
CityC,CityJ,23:05,2024-03-28,2
CityC,CityF,06:55,2024-03-29,3
CityE,CityG,08:28,2024-03-29,2
CityB,CityG,13:19,2024-03-29,2
CityB,CityF,04:32,2024-03-29,1
CityB,CityI,03:39,2024-03-29,2
CityD,CityJ,22:12,2024-03-29,3
CityE,CityJ,08:20,2024-03-30,3
CityB,CityG,04:10,2024-03-30,3
CityD,CityG,13:17,2024-03-30,3
CityB,CityJ,18:31,2024-03-30,2
CityE,CityG,06:23,2024-03-30,1
CityA,CityJ,16:33,2024-03-30,3
CityB,CityJ,05:03,2024-03-30,1
CityA,CityI,15:06,2024-03-30,2
CityC,CityJ,09:23,2024-03-30,1
CityB,CityF,04:56,2024-03-30,2
CityE,CityF,08:28,2024-03-30,3
CityC,CityI,20:17,2024-03-30,1
CityD,CityI,03:02,2024-03-31,2
CityE,CityH,01:04,2024-03-31,2
CityD,CityH,08:52,2024-03-31,1
CityC,CityJ,09:52,2024-03-31,3
CityE,CityG,19:42,2024-03-31,3
CityC,CityF,02:45,2024-03-31,3
CityA,CityF,08:25,2024-03-31,3
CityC,CityF,00:42,2024-03-31,1
CityE,CityI,10:13,2024-03-31,1
CityD,CityH,15:42,2024-03-31,1
CityA,CityH,02:53,2024-03-31,2
CityA,CityI,12:45,2024-03-31,2
CityC,CityF,11:50,2024-03-31,1
CityB,CityG,21:02,2024-04-01,2
CityC,CityJ,20:06,2024-04-01,2
CityE,CityJ,02:59,2024-04-01,2
CityC,CityG,21:15,2024-04-01,1
CityE,CityG,06:44,2024-04-01,2
CityB,CityG,08:43,2024-04-01,3
CityB,CityG,06:14,2024-04-01,3
CityA,CityG,18:35,2024-04-01,1
CityC,CityJ,18:39,2024-04-01,2
CityD,CityH,02:55,2024-04-01,1
CityC,CityI,10:24,2024-04-01,2
CityA,CityI,00:59,2024-04-01,2
CityD,CityI,00:33,2024-04-01,3
CityA,CityF,16:24,2024-04-01,3
CityA,CityJ,16:00,2024-04-01,1
CityC,CityH,15:32,2024-04-02,2
CityC,CityI,05:24,2024-04-02,1
CityB,CityF,03:42,2024-04-02,2
CityD,CityJ,06:16,2024-04-02,1
CityB,CityF,19:38,2024-04-02,2
CityD,CityI,21:17,2024-04-02,2
CityC,CityF,08:23,2024-04-02,3
CityE,CityJ,02:31,2024-04-02,1
CityB,CityH,02:18,2024-04-02,1
CityC,CityG,04:28,2024-04-02,3
CityD,CityJ,22:53,2024-04-02,1
CityD,CityH,10:30,2024-04-03,3
CityE,CityF,01:41,2024-04-03,3
CityA,CityG,22:28,2024-04-03,3
CityD,CityF,21:41,2024-04-03,2
CityB,CityI,13:02,2024-04-03,2
CityD,CityH,18:13,2024-04-03,1
CityB,CityH,04:03,2024-04-03,1
CityA,CityJ,00:04,2024-04-03,1
CityD,CityH,21:21,2024-04-03,3
CityC,CityF,09:36,2024-04-03,2
CityE,CityJ,23:49,2024-04-03,3
CityC,CityI,09:19,2024-04-04,3
CityA,CityI,11:12,2024-04-04,1
CityE,CityH,03:11,2024-04-04,3
CityE,CityG,21:47,2024-04-04,2
CityA,CityG,08:56,2024-04-04,2
CityE,CityJ,09:23,2024-04-04,3
CityD,CityF,05:10,2024-04-04,2
CityD,CityI,16:50,2024-04-04,1
CityD,CityI,20:44,2024-04-05,2
CityD,CityI,21:03,2024-04-05,1
CityC,CityI,03:58,2024-04-05,1
CityD,CityJ,00:39,2024-04-05,3
CityB,CityG,12:37,2024-04-05,3
CityC,CityG,09:32,2024-04-05,2
CityE,CityI,12:57,2024-04-05,3
CityD,CityH,22:43,2024-04-05,3
CityA,CityH,12:32,2024-04-05,1
CityD,CityG,19:59,2024-04-05,3
CityC,CityI,15:10,2024-04-05,3
CityE,CityF,02:06,2024-04-05,1
CityE,CityJ,22:48,2024-04-06,1
CityC,CityG,12:34,2024-04-06,1
CityE,CityG,01:21,2024-04-06,3
CityB,CityI,22:14,2024-04-06,2
CityA,CityJ,07:29,2024-04-06,3
CityA,CityG,23:56,2024-04-06,2
CityE,CityF,22:18,2024-04-06,3
CityB,CityJ,13:14,2024-04-06,3
CityA,CityF,15:46,2024-04-07,1
CityB,CityH,16:23,2024-04-07,2
CityC,CityH,19:21,2024-04-07,2
CityD,CityF,22:26,2024-04-07,3
CityB,CityI,18:52,2024-04-07,3
CityE,CityI,17:07,2024-04-07,1
CityE,CityI,20:48,2024-04-07,3
CityA,CityI,05:40,2024-04-07,1
CityE,CityJ,21:31,2024-04-07,2
CityA,CityH,13:14,2024-04-07,2
CityC,CityH,17:26,2024-04-07,1
CityB,CityH,22:19,2024-04-07,2
CityD,CityH,08:05,2024-04-07,1
CityA,CityF,21:25,2024-04-07,3
CityB,CityI,12:20,2024-04-07,1
CityB,CityJ,05:22,2024-04-08,1
CityE,CityJ,04:48,2024-04-08,1
CityB,CityI,23:49,2024-04-08,3
CityE,CityF,07:46,2024-04-08,3
CityB,CityJ,06:02,2024-04-08,1
CityB,CityI,21:46,2024-04-08,2
CityA,CityG,03:30,2024-04-08,1
CityC,CityF,07:48,2024-04-08,1
CityE,CityG,20:21,2024-04-08,1
CityB,CityJ,03:46,2024-04-08,3
CityB,CityI,23:21,2024-04-08,3
CityC,CityI,02:33,2024-04-08,3
CityA,CityJ,01:35,2024-04-08,2
CityA,CityF,08:31,2024-04-09,1
CityB,CityI,07:57,2024-04-09,1
CityD,CityJ,01:27,2024-04-09,1
CityC,CityJ,03:56,2024-04-09,2
CityD,CityH,10:04,2024-04-09,2
CityD,CityG,21:28,2024-04-09,3
CityE,CityF,05:28,2024-04-09,3
CityA,CityH,09:13,2024-04-09,2
CityE,CityJ,11:29,2024-04-09,1
CityD,CityI,01:06,2024-04-09,1
CityE,CityI,21:28,2024-04-09,1
CityE,CityF,22:05,2024-04-09,1
CityD,CityG,17:27,2024-04-09,1
CityC,CityJ,04:21,2024-04-09,3
CityD,CityI,21:29,2024-04-09,2
CityC,CityG,22:59,2024-04-10,2
CityD,CityJ,01:51,2024-04-10,2
CityA,CityH,06:18,2024-04-10,1
CityC,CityI,23:18,2024-04-10,2
CityA,CityH,05:41,2024-04-10,3
CityE,CityF,07:33,2024-04-10,1
CityA,CityJ,20:31,2024-04-10,3
CityD,CityG,11:23,2024-04-10,2
CityC,CityJ,02:06,2024-04-10,3
CityB,CityF,19:02,2024-04-10,1
CityB,CityI,01:47,2024-04-10,1
CityA,CityG,02:41,2024-04-10,2
CityA,CityI,22:23,2024-04-10,2
CityA,CityJ,19:27,2024-04-10,1
CityC,CityH,14:02,2024-04-10,2
CityE,CityJ,08:22,2024-04-11,3
CityE,CityH,02:45,2024-04-11,3
CityE,CityI,19:33,2024-04-11,3
CityA,CityG,19:38,2024-04-11,1
CityE,CityF,04:10,2024-04-11,2
CityA,CityJ,03:37,2024-04-11,1
CityE,CityG,09:11,2024-04-11,2
CityB,CityI,13:30,2024-04-11,1
CityA,CityJ,12:55,2024-04-12,3
CityC,CityH,09:00,2024-04-12,3
CityD,CityI,16:22,2024-04-12,1
CityA,CityH,08:23,2024-04-12,3
CityA,CityG,17:50,2024-04-12,1
CityA,CityI,20:25,2024-04-12,3
CityE,CityI,02:44,2024-04-12,2
CityB,CityI,13:05,2024-04-13,3
CityA,CityH,02:22,2024-04-13,3
CityB,CityJ,15:13,2024-04-13,3
CityB,CityI,21:40,2024-04-13,1
CityA,CityG,19:13,2024-04-13,2
CityD,CityJ,05:43,2024-04-14,2
CityE,CityG,18:32,2024-04-14,3
CityD,CityH,04:11,2024-04-14,1
CityD,CityH,07:49,2024-04-14,1
CityE,CityI,04:46,2024-04-14,1
CityA,CityJ,05:38,2024-04-14,3
CityC,CityH,19:46,2024-04-14,3
CityC,CityI,05:14,2024-04-14,1
CityC,CityI,23:31,2024-04-14,2
CityE,CityG,20:09,2024-04-14,1
CityD,CityH,09:22,2024-04-14,2
CityE,CityH,22:14,2024-04-14,2
CityD,CityJ,19:17,2024-04-14,2
CityD,CityF,07:18,2024-04-14,2
CityD,CityF,19:34,2024-04-14,3
CityA,CityJ,12:51,2024-04-15,1
CityD,CityG,04:42,2024-04-15,2
CityE,CityH,08:21,2024-04-15,3
CityE,CityJ,17:34,2024-04-15,2
CityB,CityJ,01:27,2024-04-15,2
CityB,CityF,01:26,2024-04-15,1
CityD,CityF,09:13,2024-04-15,3
CityB,CityJ,18:14,2024-04-15,3
CityE,CityI,13:43,2024-04-15,2
CityE,CityG,04:30,2024-04-16,2
CityD,CityI,04:24,2024-04-16,2
CityC,CityI,20:27,2024-04-16,1
CityC,CityH,17:24,2024-04-16,1
CityD,CityG,07:30,2024-04-16,1
CityE,CityG,16:40,2024-04-16,2
CityB,CityH,03:08,2024-04-16,2
CityB,CityG,00:13,2024-04-17,3
CityE,CityJ,22:01,2024-04-17,2
CityC,CityJ,05:25,2024-04-17,2
CityD,CityH,13:17,2024-04-17,3
CityA,CityH,15:53,2024-04-17,1
CityB,CityJ,00:17,2024-04-18,2
CityE,CityJ,07:25,2024-04-18,3
CityC,CityF,16:58,2024-04-18,1
CityE,CityJ,02:52,2024-04-18,2
CityA,CityG,03:17,2024-04-18,2
CityA,CityH,01:21,2024-04-18,1
CityA,CityG,09:27,2024-04-19,3
CityB,CityH,07:06,2024-04-19,2
CityC,CityG,18:57,2024-04-19,3
CityB,CityF,13:19,2024-04-19,1
CityD,CityH,18:38,2024-04-19,1
CityC,CityF,22:57,2024-04-19,2
CityE,CityH,21:02,2024-04-19,2
CityA,CityF,09:12,2024-04-19,1
CityC,CityH,23:27,2024-04-19,1
CityB,CityI,07:00,2024-04-19,1
CityB,CityJ,02:23,2024-04-19,3
CityC,CityF,17:09,2024-04-19,2
CityD,CityF,15:52,2024-04-19,3
CityD,CityH,04:45,2024-04-19,2
CityC,CityI,15:17,2024-04-20,1
CityB,CityG,15:17,2024-04-20,2
CityD,CityH,16:43,2024-04-20,1
CityD,CityH,12:58,2024-04-20,2
CityC,CityI,14:19,2024-04-20,2
CityD,CityF,19:58,2024-04-20,1
CityD,CityH,07:52,2024-04-21,1
CityA,CityI,12:35,2024-04-21,3
CityC,CityJ,16:28,2024-04-21,3
CityC,CityI,06:19,2024-04-21,3
CityD,CityI,21:40,2024-04-21,1
CityD,CityH,03:18,2024-04-21,3
CityC,CityI,16:49,2024-04-21,1
CityC,CityF,09:10,2024-04-21,2
CityB,CityF,01:19,2024-04-21,3
CityA,CityH,20:54,2024-04-21,3
CityC,CityH,13:20,2024-04-21,3
CityC,CityF,23:45,2024-04-21,1
CityD,CityJ,01:10,2024-04-21,3
CityD,CityI,21:07,2024-04-21,3
CityE,CityH,14:35,2024-04-22,1
CityC,CityJ,09:56,2024-04-22,1
CityB,CityF,15:49,2024-04-22,3
CityC,CityJ,06:48,2024-04-22,2
CityC,CityI,13:36,2024-04-22,2
CityD,CityF,05:32,2024-04-22,2
CityC,CityH,03:50,2024-04-22,3
CityD,CityJ,02:08,2024-04-22,3
CityD,CityJ,07:36,2024-04-22,2
CityA,CityH,05:27,2024-04-22,2
CityB,CityH,15:07,2024-04-22,3
CityA,CityG,22:45,2024-04-22,2
CityA,CityH,02:05,2024-04-23,3
CityA,CityJ,02:57,2024-04-23,3
CityE,CityF,13:07,2024-04-23,3
CityE,CityJ,22:55,2024-04-23,1
CityD,CityF,14:29,2024-04-23,3
CityE,CityI,12:15,2024-04-24,1
CityA,CityG,13:24,2024-04-24,3
CityB,CityG,02:43,2024-04-24,2
CityD,CityH,07:12,2024-04-24,1
CityB,CityJ,18:52,2024-04-24,3
CityD,CityG,19:21,2024-04-24,1
CityD,CityH,21:44,2024-04-25,2
CityA,CityG,07:14,2024-04-25,2
CityD,CityG,00:31,2024-04-25,1
CityE,CityF,08:23,2024-04-25,3
CityA,CityG,03:54,2024-04-25,1
CityD,CityF,09:33,2024-04-25,2
CityE,CityF,22:08,2024-04-25,3
CityA,CityH,23:01,2024-04-25,3
CityB,CityG,23:33,2024-04-25,2
CityC,CityI,01:19,2024-04-25,1
CityD,CityJ,20:31,2024-04-25,2
CityC,CityH,06:03,2024-04-26,1
CityC,CityH,20:31,2024-04-26,1
CityA,CityG,00:47,2024-04-26,1
CityE,CityG,04:45,2024-04-26,1
CityC,CityI,08:57,2024-04-26,2
CityB,CityJ,16:19,2024-04-26,2
CityB,CityG,04:22,2024-04-26,3
CityC,CityI,20:05,2024-04-26,3
CityB,CityJ,21:32,2024-04-26,3
CityE,CityJ,19:33,2024-04-26,1
CityD,CityI,10:54,2024-04-26,1
CityD,CityI,07:38,2024-04-27,1
CityB,CityI,18:40,2024-04-27,1
CityB,CityI,18:51,2024-04-27,1
CityB,CityF,23:10,2024-04-27,1
CityC,CityF,01:23,2024-04-27,1
CityC,CityH,02:51,2024-04-27,3
CityE,CityG,14:59,2024-04-27,3
CityE,CityI,11:16,2024-04-27,1
CityC,CityG,18:21,2024-04-27,3
CityC,CityH,17:15,2024-04-27,3
CityD,CityH,02:47,2024-04-27,1
CityE,CityF,03:06,2024-04-28,1
CityE,CityI,03:55,2024-04-28,1
CityB,CityG,20:00,2024-04-28,3
CityC,CityH,07:46,2024-04-28,1
CityC,CityG,17:07,2024-04-28,1
CityE,CityJ,16:00,2024-04-28,2
CityE,CityH,02:40,2024-04-29,3
CityC,CityG,22:14,2024-04-29,2
CityD,CityJ,20:48,2024-04-29,2
CityD,CityJ,07:56,2024-04-29,1
CityC,CityH,08:48,2024-04-29,1
CityB,CityG,20:53,2024-04-29,1
CityD,CityJ,14:32,2024-04-29,3
CityA,CityI,12:34,2024-04-29,3
CityD,CityG,04:54,2024-04-29,1
CityD,CityI,03:03,2024-04-29,1
CityB,CityH,20:54,2024-04-30,2
CityA,CityF,03:19,2024-04-30,1
CityD,CityI,09:22,2024-04-30,3
CityA,CityG,03:14,2024-04-30,1
CityE,CityF,00:35,2024-04-30,1
CityA,CityJ,08:26,2024-04-30,2
CityD,CityG,18:10,2024-04-30,3
CityB,CityG,09:48,2024-04-30,1
CityC,CityF,10:11,2024-04-30,2
CityD,CityJ,00:30,2024-04-30,3
CityC,CityJ,08:06,2024-04-30,1
CityC,CityH,07:51,2024-05-01,1
CityE,CityH,21:54,2024-05-01,1
CityB,CityJ,14:27,2024-05-01,3
CityB,CityI,08:05,2024-05-01,2
CityA,CityG,20:36,2024-05-01,3
CityB,CityH,10:28,2024-05-02,2
CityD,CityH,10:57,2024-05-02,3
CityA,CityI,09:04,2024-05-02,1
CityA,CityG,20:57,2024-05-02,1
CityE,CityJ,10:55,2024-05-02,3
CityC,CityI,04:15,2024-05-02,2
CityB,CityI,15:10,2024-05-03,2
CityC,CityI,22:19,2024-05-03,3
CityE,CityJ,23:30,2024-05-03,1
CityE,CityF,06:32,2024-05-03,1
CityB,CityI,09:22,2024-05-03,2
CityB,CityG,19:02,2024-05-04,3
CityC,CityG,01:51,2024-05-04,2
CityB,CityF,12:46,2024-05-04,3
CityC,CityF,10:12,2024-05-04,1
CityA,CityH,10:14,2024-05-04,3
CityB,CityI,08:02,2024-05-04,1
CityE,CityG,11:52,2024-05-04,2
CityB,CityJ,12:42,2024-05-04,3
CityE,CityJ,02:39,2024-05-04,2
CityB,CityG,05:43,2024-05-04,2
CityE,CityJ,07:35,2024-05-05,2
CityC,CityF,18:03,2024-05-05,3
CityC,CityH,07:27,2024-05-05,1
CityA,CityH,06:40,2024-05-05,1
CityA,CityH,03:06,2024-05-05,2
CityD,CityG,19:59,2024-05-05,1
CityB,CityH,22:12,2024-05-05,1
CityC,CityF,02:50,2024-05-05,1
CityD,CityG,00:34,2024-05-05,1
CityD,CityI,08:29,2024-05-06,3
CityB,CityJ,19:01,2024-05-06,1
CityC,CityI,14:38,2024-05-06,2
CityB,CityF,04:27,2024-05-06,3
CityB,CityJ,10:50,2024-05-06,3
CityB,CityG,01:46,2024-05-06,2
CityD,CityH,20:16,2024-05-06,3
CityC,CityI,05:35,2024-05-06,1
CityD,CityF,03:21,2024-05-06,3
CityC,CityH,13:44,2024-05-06,2
CityB,CityF,03:47,2024-05-06,2
CityD,CityJ,03:34,2024-05-06,2
CityB,CityH,14:07,2024-05-06,3
CityE,CityF,20:09,2024-05-06,3
CityD,CityG,23:20,2024-05-07,3
CityE,CityH,17:55,2024-05-07,2
CityC,CityF,18:11,2024-05-07,3
CityC,CityI,18:59,2024-05-07,3
CityC,CityF,15:11,2024-05-07,3
CityA,CityF,11:08,2024-05-07,2
CityE,CityI,02:37,2024-05-07,1
CityA,CityH,17:08,2024-05-07,3
CityA,CityH,20:10,2024-05-07,3
CityA,CityJ,07:50,2024-05-07,1
CityC,CityH,14:58,2024-05-07,1
CityA,CityF,22:23,2024-05-07,1
CityD,CityI,19:07,2024-05-08,3
CityD,CityG,09:59,2024-05-08,1
CityD,CityI,15:55,2024-05-08,2
CityC,CityF,07:16,2024-05-08,3
CityC,CityJ,17:34,2024-05-08,3
CityA,CityJ,12:43,2024-05-08,2
CityD,CityH,13:39,2024-05-08,1
CityD,CityH,02:21,2024-05-08,3
CityD,CityF,19:44,2024-05-08,1
CityB,CityI,03:11,2024-05-08,1
CityA,CityH,14:04,2024-05-08,1
CityA,CityH,09:38,2024-05-08,1
CityD,CityG,08:41,2024-05-08,1
CityC,CityG,17:46,2024-05-08,3
CityA,CityI,17:12,2024-05-09,1
CityB,CityF,18:12,2024-05-09,3
CityC,CityF,14:12,2024-05-09,2
CityD,CityH,09:07,2024-05-09,3
CityC,CityI,06:36,2024-05-09,2
CityE,CityF,05:33,2024-05-09,2
CityC,CityJ,20:55,2024-05-09,2
CityE,CityG,07:42,2024-05-09,3
CityB,CityI,05:49,2024-05-09,2
CityB,CityG,20:56,2024-05-10,3
CityA,CityI,13:36,2024-05-10,2
CityD,CityH,08:20,2024-05-10,1
CityD,CityG,02:28,2024-05-10,2
CityC,CityH,05:39,2024-05-10,2
CityE,CityF,04:53,2024-05-11,2
CityD,CityJ,22:59,2024-05-11,2
CityB,CityI,14:45,2024-05-11,2
CityA,CityI,20:00,2024-05-11,2
CityC,CityH,05:56,2024-05-11,2
CityD,CityI,10:55,2024-05-11,2
CityA,CityF,00:20,2024-05-11,1
CityD,CityF,01:15,2024-05-11,1
CityA,CityF,20:02,2024-05-11,2
CityD,CityH,16:36,2024-05-12,3
CityD,CityI,13:47,2024-05-12,1
CityA,CityH,04:45,2024-05-12,2
CityD,CityG,06:30,2024-05-12,2
CityD,CityF,17:42,2024-05-12,3
CityB,CityH,11:29,2024-05-12,2
CityE,CityJ,07:45,2024-05-12,1
CityD,CityG,10:31,2024-05-12,3
CityD,CityI,15:40,2024-05-12,2
CityB,CityG,12:25,2024-05-13,1
CityD,CityJ,21:34,2024-05-13,2
CityC,CityF,18:22,2024-05-13,1
CityE,CityH,01:19,2024-05-13,1
CityE,CityF,05:40,2024-05-13,1
CityA,CityH,10:36,2024-05-14,2
CityC,CityI,17:25,2024-05-14,1
CityA,CityF,12:56,2024-05-14,3
CityE,CityF,01:48,2024-05-14,2
CityE,CityG,03:55,2024-05-14,1
CityB,CityH,15:59,2024-05-14,2
CityB,CityH,12:57,2024-05-14,1
CityA,CityJ,20:02,2024-05-15,1
CityA,CityJ,01:55,2024-05-15,1
CityB,CityH,17:02,2024-05-15,2
CityE,CityF,10:18,2024-05-15,1
CityB,CityI,04:24,2024-05-15,1
CityE,CityF,19:51,2024-05-15,1
CityB,CityI,11:00,2024-05-15,3
CityC,CityG,01:15,2024-05-15,3
CityC,CityJ,00:23,2024-05-15,2
CityD,CityF,20:53,2024-05-15,3
CityB,CityJ,22:18,2024-05-15,2
CityB,CityG,21:20,2024-05-15,2
CityE,CityF,07:28,2024-05-15,1
CityB,CityG,14:53,2024-05-16,1
CityD,CityH,21:19,2024-05-16,1
CityE,CityI,11:47,2024-05-16,3
CityE,CityG,15:30,2024-05-16,3
CityA,CityF,02:52,2024-05-16,3
CityB,CityG,18:42,2024-05-17,2
CityD,CityG,13:27,2024-05-17,2
CityD,CityH,14:41,2024-05-17,2
CityB,CityH,21:34,2024-05-17,1
CityE,CityF,14:51,2024-05-17,3
CityC,CityG,02:08,2024-05-17,3
CityE,CityH,04:49,2024-05-17,2
CityB,CityF,06:19,2024-05-17,1
CityE,CityG,11:41,2024-05-17,1
CityB,CityI,03:47,2024-05-17,2
CityA,CityG,20:36,2024-05-17,1
CityE,CityI,10:19,2024-05-17,1
CityA,CityG,03:04,2024-05-17,1
CityD,CityJ,02:05,2024-05-18,3
CityA,CityG,09:32,2024-05-18,2
CityA,CityH,16:35,2024-05-18,3
CityB,CityG,02:53,2024-05-18,1
CityE,CityG,01:28,2024-05-18,3
CityD,CityH,12:48,2024-05-18,3
CityA,CityI,18:43,2024-05-18,2
CityD,CityG,05:16,2024-05-18,3
CityD,CityJ,13:53,2024-05-18,2
CityC,CityJ,10:22,2024-05-18,1
CityD,CityG,20:58,2024-05-19,2
CityC,CityI,00:57,2024-05-19,2
CityE,CityG,09:28,2024-05-19,1
CityE,CityG,03:25,2024-05-19,2
CityB,CityF,12:48,2024-05-19,1
CityA,CityF,15:25,2024-05-19,1
CityC,CityF,12:30,2024-05-19,3
CityE,CityF,08:37,2024-05-19,3
CityC,CityG,21:37,2024-05-19,1
CityB,CityI,18:45,2024-05-19,3
CityB,CityH,00:04,2024-05-19,3
CityC,CityI,20:01,2024-05-19,1
CityA,CityF,05:42,2024-05-19,2
CityE,CityG,19:36,2024-05-19,3
CityC,CityJ,00:14,2024-05-19,1
CityA,CityJ,07:10,2024-05-20,3
CityB,CityF,03:58,2024-05-20,3
CityC,CityJ,01:24,2024-05-20,2
CityD,CityJ,00:29,2024-05-20,3
CityD,CityF,02:02,2024-05-20,1
CityA,CityI,00:31,2024-05-20,1
CityC,CityH,14:19,2024-05-20,3
CityE,CityJ,06:36,2024-05-21,1
CityC,CityI,14:21,2024-05-21,3
CityB,CityJ,06:24,2024-05-21,2
CityD,CityF,16:00,2024-05-21,3
CityA,CityG,07:18,2024-05-21,3
CityE,CityI,14:51,2024-05-21,2
CityA,CityF,21:39,2024-05-21,1
CityB,CityJ,00:24,2024-05-21,2
CityB,CityH,12:23,2024-05-22,3
CityC,CityI,07:34,2024-05-22,3
CityD,CityJ,22:32,2024-05-22,3
CityE,CityH,18:40,2024-05-22,3
CityD,CityF,13:39,2024-05-22,3
CityD,CityJ,07:48,2024-05-22,3
CityA,CityH,09:49,2024-05-22,3
CityD,CityG,01:31,2024-05-22,2
CityA,CityG,16:49,2024-05-23,3
CityC,CityH,12:08,2024-05-23,1
CityD,CityG,22:56,2024-05-23,3
CityC,CityI,00:45,2024-05-23,2
CityD,CityG,17:20,2024-05-23,3
CityA,CityJ,00:12,2024-05-23,2
CityE,CityJ,20:40,2024-05-24,2
CityA,CityI,15:59,2024-05-24,3
CityA,CityF,19:33,2024-05-24,3
CityA,CityH,17:41,2024-05-24,3
CityA,CityI,16:26,2024-05-24,3
CityE,CityI,01:21,2024-05-24,2
CityA,CityI,09:13,2024-05-24,3
CityD,CityH,13:22,2024-05-24,1
CityA,CityJ,02:03,2024-05-24,3
CityC,CityF,13:50,2024-05-24,1
CityA,CityJ,04:01,2024-05-24,3
CityD,CityG,18:04,2024-05-24,1
CityE,CityI,14:00,2024-05-25,3
CityC,CityI,13:40,2024-05-25,2
CityE,CityF,07:49,2024-05-25,3
CityD,CityI,18:12,2024-05-25,2
CityC,CityI,07:33,2024-05-25,3
CityA,CityH,14:33,2024-05-25,3
CityA,CityG,12:35,2024-05-25,2
CityD,CityI,01:53,2024-05-25,1
CityE,CityI,16:21,2024-05-25,1
CityE,CityI,21:28,2024-05-25,3
CityB,CityJ,02:36,2024-05-26,3
CityE,CityI,19:30,2024-05-26,1
CityC,CityI,22:30,2024-05-26,2
CityC,CityG,05:54,2024-05-26,2
CityA,CityJ,16:31,2024-05-26,3
CityD,CityG,09:04,2024-05-26,2
CityB,CityI,01:51,2024-05-26,1
CityD,CityJ,09:23,2024-05-26,2
CityC,CityG,00:15,2024-05-26,2
CityA,CityH,10:51,2024-05-26,1
CityD,CityG,03:35,2024-05-26,1
CityC,CityF,10:04,2024-05-27,2
CityD,CityJ,13:30,2024-05-27,2
CityB,CityI,08:58,2024-05-27,3
CityD,CityI,17:48,2024-05-27,3
CityA,CityF,17:35,2024-05-27,3
CityE,CityF,02:28,2024-05-27,2
CityC,CityI,10:19,2024-05-27,1
CityA,CityF,04:09,2024-05-27,1
CityC,CityJ,05:40,2024-05-28,1
CityC,CityJ,06:29,2024-05-28,1
CityB,CityI,02:57,2024-05-28,3
CityD,CityJ,12:41,2024-05-28,3
CityC,CityF,14:29,2024-05-28,2
CityE,CityG,11:32,2024-05-28,1
CityD,CityG,03:57,2024-05-28,1
CityC,CityI,05:46,2024-05-28,1
CityD,CityG,23:53,2024-05-28,1
CityE,CityH,19:53,2024-05-28,2
CityC,CityF,18:57,2024-05-28,2
CityC,CityH,18:30,2024-05-28,3
CityB,CityF,15:37,2024-05-28,1
CityA,CityJ,20:51,2024-05-29,3
CityE,CityF,03:41,2024-05-29,2
CityC,CityH,14:36,2024-05-29,2
CityD,CityF,22:47,2024-05-29,3
CityA,CityH,09:40,2024-05-29,3
CityB,CityI,06:41,2024-05-29,2
CityC,CityF,02:10,2024-05-30,1
CityE,CityF,21:16,2024-05-30,1
CityD,CityI,00:59,2024-05-30,1
CityC,CityG,18:11,2024-05-30,1
CityC,CityF,17:44,2024-05-30,1
CityC,CityJ,10:46,2024-05-30,1
CityD,CityG,17:22,2024-05-30,2
CityD,CityI,00:24,2024-05-30,2
CityA,CityF,10:01,2024-05-30,2
CityA,CityF,18:15,2024-05-30,1
CityE,CityG,11:22,2024-05-30,2
CityE,CityI,10:50,2024-05-30,1
CityC,CityJ,00:15,2024-05-30,3
CityB,CityG,02:32,2024-05-30,1
CityE,CityH,02:56,2024-05-30,2
CityA,CityJ,04:18,2024-05-31,2
CityA,CityI,16:34,2024-05-31,3
CityB,CityH,11:09,2024-05-31,1
CityD,CityG,11:27,2024-05-31,2
CityA,CityJ,13:01,2024-05-31,3
CityA,CityH,04:56,2024-05-31,1
CityE,CityG,17:50,2024-05-31,3
CityB,CityG,19:17,2024-06-01,1
CityC,CityH,02:12,2024-06-01,1
CityC,CityH,08:27,2024-06-01,1
CityE,CityG,06:55,2024-06-01,3
CityE,CityF,01:50,2024-06-01,2
CityD,CityJ,20:31,2024-06-01,3
CityD,CityH,10:02,2024-06-01,3
CityB,CityI,22:44,2024-06-01,3
CityD,CityJ,15:40,2024-06-01,2
CityB,CityJ,04:15,2024-06-01,2
CityA,CityH,06:02,2024-06-01,2
CityD,CityJ,16:45,2024-06-01,2
CityC,CityJ,03:42,2024-06-02,2
CityB,CityJ,20:44,2024-06-02,1
CityA,CityI,05:42,2024-06-02,1
CityA,CityG,03:07,2024-06-02,1
CityE,CityG,04:39,2024-06-02,1
CityA,CityG,07:27,2024-06-02,3
CityB,CityI,02:55,2024-06-02,1
CityE,CityI,19:56,2024-06-02,3
CityA,CityH,19:02,2024-06-02,1
CityB,CityH,14:32,2024-06-02,1
CityC,CityJ,16:12,2024-06-02,3
CityC,CityJ,08:45,2024-06-02,2
CityA,CityG,23:17,2024-06-02,3
